label,text
Not Violence,Pra todos uma vida de paz Um futuro melhor que o passado.Boa noite!!!#Rocinha#PazNoMundo#RioFalido… https://t.co/HhASHn4hfZ
Not Violence,@PallomaSouto http://t.co/3oa3FelA7p#mudabrasil
Not Violence,RT @FugaPilota: Oq tá acontecendo cm essa rocinha????�� #jesuseodonodolugar ����
Not Violence,Lady Gaga onde está ARTPOP? #OLittleAcordou #OGiganteAcordou queremos ARTPOP ! u-u Trava '@ladygaga
Not Violence,Sarau Vira Lata na Câmara Municipal de BH-LUAU no #OccupyBH #ChangeBrazil #GlobalChange #OccupyWallST... http://t.co/rNhWVzhYgH
VeryHight,"Escolas Municipais do Alem\u00e3o, Penha e Mar\u00e9 s\u00e3o mais afetadas por tiros.Foram respectivamente 218, 128 e 119 em 1 an\u2026 https://t.co/pBYesbbmNn"
Not Violence,"RT @N_Carvalheira: Juliana Paes em foto com a mulher do narcotraficante Nem, da Rocinha.https://t.co/S0iLR0AotJ https://t.co/0fIeSYtkCO"
Not Violence,"RT @maisasilva: vamos orar pelo Espírito Santo :( eu amo aquele lugar, que Deus conforte os corações e os proteja ❤"
Not Violence,QUEM É O MESTRE? Dica: EU SOU O MESTRE! em Zona Sul https://t.co/6UvZCsYWOm
Not Violence,@gzgrazi22 Obrigada! Vamos relatar aqui.
Not Violence,RT @LelisArante: Péssimo dia para morar aqui no Espirito santo
VeryHight,"@AlertaAssaltoRJ tentativa de assalto agora a pouco em frente ao ibmr, Av. das Américas. O assaltante tentou atravessar p/ entrar no ônibus"
Not Violence,VergonhaProtestos de familiares impedem saída de PMs de batalhões no ES | Espírito Santo | G1 https://t.co/rM29gmm3QA
Not Violence,@jullinha01 @TutinhaCardoso Valeu ;) notificamos aqui
Not Violence,@JuliaMartinsSap Sabe dizer pr\u00f3ximo \u00e0 que rua/bairro?
VeryHight,Atualiza\u00e7\u00e3o: 1 PM foi baleado na barriga durante tiroteio na Mangueira (10:05) #TirosRJ https://t.co/LRLfwrEYB9
VeryHight,"RT @LeiSecaRJ: RT @aline33lima: caminhao pegando fogo automovel clube altura da pedreira, ninguem passa, um caos"
Not Violence,Acho que a votação da #PEC37 poderia ser encerrada. Todos estão votando contra. Até o PT é contraaaa!!!! Essa... http://t.co/e0ZVmVERPW
VeryHight,RT @vcsferreira: @LeiSecaRJ pivetes atuando na altura do Via Parque. Eles tentaram invadir o 862 sent Rio das Pedras. Todo dia a mesma coisa
VeryHight,RT @LeiSecaRJ: Evitem o local #TiroteioRJ RT @marcelo_the: Muito tiro no Juramento evitem as redondezas.
High,"RT @santoselisa: EVITEM A LV, na altura de Caxias. MUITOS TIROS NO JARDIM AMÉRICA PRÓXIMO À VIA."
Not Violence,"RT @RenataS7: não é por 20 centavos, é por uma melhora no site do KCA #vemprarua"
Not Violence,"Câmara vota contra #PEC37 porque está com medo de ser invadida, isso, sim. No teto o povo já chegou."
Not Violence,Não acreditamos mais em discurso. Queremos ação! #mudabrasil
Not Violence,Cadê o Bial para encerrar a votação? Vamos logo pro anúncio oificial... #PEC37
Low,RT @RdGaucha: Cordão de isolamento protege o Palácio Piratini e a Prefeitura. Brigada faz cerco em toda área. (via @evelinargenta) #Protesto
Not Violence,Cartography of an uprising in #Gezi park #Turkey #direngeziparki #rbnews #occupyGezi #vemprarua #brevolution http://t.co/oHC9MLEhpy
Not Violence,@Rivotripa @PMERJ puts vai ser pior que no espírito santo
Not Violence,RT @Lana_Rhodes: Pow pow pow...�� #doiemtodosnos #mudabrasil http://t.co/aqlEWqn0qT
Medium,RT @Madureiranewsrj: MUITOS TIROS!!!
Not Violence,Eu também tenho algumas propostas para pactos. Posso? #MudaBrasil
Not Violence,Gostei de um vídeo @YouTube de @nilmoretto https://t.co/RnQ08VJv7b O ESPÍRITO SANTO NO PÓS-APOCALIPSE - Ep.909
Not Violence,#ForaDilma #CalaABocaDilma #GreveDosCaminhoneiros #VEMPRARUA http://t.co/D6sR9R3iXW
Not Violence,"Ir a Igreja, usar roupas de crente e falar “crentês”, não significa nada se você não estiver vivendo debaixo do domínio do Espírito Santo."
Not Violence,"RT @blogbymel: #CHEGA da canalha populista, oportunista, MENTIROSA!! BRASIL tá VENDO TUDO e não vai calar! #mudaBrasil #changeBrazil #vempr…"
Not Violence,@hotnc0ld #vemprarua #instaogiganteacordou
Not Violence,@gio_antonelli #mudabrasil http://t.co/pWzyXfoMTK
Not Violence,RT @Estadao: Daniel Martins de Barros: 'Os saques no Espírito Santo e o desenvolvimento moral da nação' https://t.co/F7ZtcFn4RM https://t.c…
VeryHight,"dilma eu preciso de um bolsa xerox queridinha, olha eu vou quebrar sua casa e arrancar seus dentes #ogiganteacordou"
Not Violence,#RenatoRussoNoMultishow valeu o apoio dos musicos aos protestos. #1milhaoembrasilia #euvou vamos invadir congresso nacional! #vemprarua
Not Violence,"RT @marzio_sabino: Segue informação de que o motorista baleado no salgueiro em SG, foi atingido de raspão no queixo, está fora de perigo"
Not Violence,RT @CaosNoRio: �� Pezão diz que agiu para evitar mortes de inocentes na Rocinha https://t.co/xVP7Hnaa8h
Not Violence,��Confira as dicas de segurança que @PMERJ preparou para você que vai ao #RockinRio2017. #ServireProteger �� https://t.co/Z3e5APuXpD
Not Violence,RT @juhsantosdamata: Mc Cabelinho - Zona Sul
Not Violence,Maria vill visa #upp #sin kropp https://t.co/buvlhlMoYM
Not Violence,"""Espírito Santo"" se engana não gente, o nome tem Santo mas só vira notícia se for desgraça"
Not Violence,"@Dricka_Silvaa Oi, Andrielly. Vc sabe dizer perto de onde? Rua/bairro?"
VeryHight,"SSP do Rio, tirou as forças policiais da Rocinha para os traficantes. Pensei que todo o aparato bélico seria para combatê-los...��"
Not Violence,@Agatha12204206 Bom dia. Onde s\u00e3o os tiros?
VeryHight,RT @campossat: @LeiSecaRJ. Carro roubado abandonado na rua do colegio maceio niteroi. Corsa prata classic sem placa
VeryHight,�� Nem ordenou invasão da Rocinha de dentro de presídio federal em Rondônia https://t.co/YVyRFTRWFJ
High,RT @LeiSecaRJ: RT @christiannegga: bom dia! O dia começou com tiros no Juramento em Tomas Coelho. Será comemoração pelo dia do comércio?
High,@tuzinsrs Boa tarde. Onde s\u00e3o os tiros?
Not Violence,"RT @ingridS_1909: @teufuturo_07 Na zona Sul, vim por baixo das marquises KKKKKKKKK"
Not Violence,RT @mt_trem22: Guerra na Rocinha atinge o Botafogo!Agora conhecidos como bonde do Nem!Nem Carioca!Nem Brasileiro!Nem copa do Brasil!Ne…
Not Violence,"Zona sul do cabelinho é mo viagem, desde q lançou fico ouvindo https://t.co/yy88WmCKQO"
Not Violence,Estou com pena desses moradores da Rocinha.
VeryHight,"RT @cbnrio: Bom dia! Polícia faz operação no Complexo do Viradouro, em Santa Rosa, Niterói. Houve tiroteio. Evite a estrada da Garganta!!"
Not Violence,"Já acabo o protesto ai? Dizem que aqui na br ta tudo trancado. A galera ta demaaaais, #ogiganteacordou"
VeryHight,RT @LeiSecaRJ: #EhSeu ?RT @ilanvieira: carro roubado na rua Ibia em Turiaçu. Polícia nao veio até agora! @PMERJ
VeryHight,"\u00cdntegra da pesquisa \Efeitos da Viol\u00eancia Armada nas Salas de Aula\u201d do Rio, feita pelo Fogo Cruzado e @fgvdapp\u2026 https://t.co/Tnk6lK69EY"""
High,RT @marcioamr73: acaba de falecer o soldado.
Not Violence,Imprensa chamando bandidos de vândalos. Até quando????? #MudaBrasil
Not Violence,RT @_twittelan: Aqui no Estado Espírito Santo ninguém fala mais em febre amarela.
VeryHight,Ônibus depredado na Av. Rio Branco com Rua da Assembleia. PM está reprimindo as ações de vandalismo no Centro do RJ
Not Violence,RT @sereiaaaaa: Que Deus proteja as crianças e todos os moradores da Rocinha����
Not Violence,"Já cheguei na rocinha cortando o cabelo, tá na régua"
Not Violence,"oq vcs acham sobre o preço dos ingressos da bt? não tenho esse dinheiro, qm vem pra rua protestar cmg? #askbelieber #vemprarua"
Medium,"RT @JornalOGlobo: Vídeo que circula nas redes sociais mostra momento da invasão de traficantes à comunidade da Rocinha, Zona Sul do Rio #Jo…"
VeryHight,RT @LeiSecaRJ: RT @mariosbrum: Ônibus 613 acabou de ser atingido 2 tiros parabrisas linha amarela altura dá CDD.
Not Violence,RT @Horlandojogador: Saí pra fumar um balão não deu pra fumar só um bacia de Éden é bom tá igual zona sul...������
VeryHight,"espírito santo tá pior que o filme Uma noite de crime, q isso, n acreditei até ver todo mundo roubando e se matando nos vídeos q tão fazendo"
Not Violence,COVARDES! ===&gt; RT @mpsp_oficial: Bancada do PT é contra a #PEC37. #VotaçãoPEC37
Not Violence,RT @spanghero: Mande seu e-mail e diga o que você acha da #PEC37 pro cara que a criou: Dep. Lourival Mendes: dep.lourivalmendes@camara.leg.…
VeryHight,Moradores da Rocinha não conseguem sair de casa por causa de tiroteio e perdem prova da Uerj https://t.co/okgNyrama8
Not Violence,"@f_balieiro Alienação evangelica ñ tem limite, num dos momentos mais importante do país preferem a ""marcha"" ao protesto #vemprarua"
VeryHight,"Tiros na Vila Emil, em Mesquita (22:13) #TirosRJ"
Not Violence,RT @macaeada: quem é cria curte PedreiraCajuMacacos18VintémPrimaveraSão CarlosMineiraRocinhaVidigalJuramento77Rua da feiraMac…
Not Violence,"@EmilyPillonetoo que perigosa você, mais armada que os bandido do Espírito Santo"
VeryHight,RT @fogocruzadoapp: Últimas 24h: tiros em 8 locais. Ao menos 1 pessoa morreu #TirosRJ #BalançoDiário https://t.co/JsEndsl5gf
Not Violence,RT @vilanormatd2: Guerra Na Rocinha atinge o Botafogo agora conhecidos como bonde do Nem!Nem Carioca!Nem Brasileiro!Nem copa do Brasil!…
Not Violence,TCU encontra falhas na distribuição de merenda escolar no ES https://t.co/LN6QslCVnZ
VeryHight,RT @erikareispinhe2: Arrastão em Belford Roxo @LeiSecaRJ
Not Violence,RT @Fdias__: espirito santo de desconhecido vai ser o estado mais 22 de todos os tempos kkkkkkkkkkkkkkkkkkkkkkk agora todo mundo sabe como…
Not Violence,@fernandamoledo Valeu ;)
VeryHight,"RT @helomendonca: Exército circula pelas ruas de Vitória, no Espírito Santo. Desde sábado, mais de 60 mortes foram registradas no Estado. h…"
Not Violence,TV Câmara tá uma piada #PEC37
Not Violence,RT @PMERJ: ������ Queremos lhe fazer uma pergunta... De que lado você está?Deixe aqui sua curtida ���� e seu comentário ��#PMERJ https://t.co/X…
Not Violence,#vemprarua http://t.co/hdpRQfAbfL
Not Violence,Ei Salomão #ogiganteacordou KKKKKKKKKKKK
Not Violence,"Gostei de um vídeo @YouTube de @canaldootario https://t.co/GOS0tAJMEz Caos no Espírito Santo, Manifestantes contra Moro em NY e Novo"
Not Violence,Baderneiros : Daqui a pouco vai ter Movimento Só de Bardeneiros. Dilma vai querer falar com eles e vai concordar com tudo! #foraDilma
VeryHight,Últimas 24h: tiros em 8 locais. Ao menos 1 pessoa morreu #TirosRJ #BalançoDiário https://t.co/JsEndsl5gf
Not Violence,https://t.co/uqlEQZt36d
High,@PMERJ @AlertaAssaltoRJ agora na rua das Azaleas no Valqueire 2 caras de moto 1 deles com camisa do Flamengo. 13:50h
Not Violence,#VEMPRARUA
Not Violence,RT @blogdojefferson: Vi postagens de petistas condenando o envio do Exército para o Espírito Santo. O que eles queriam? Deixar a população…
Not Violence,como assim tu vem dizer q eu não tenho o espírito santo como assim ta loka ?!
Not Violence,"Polly är Latin, lättretlig och redo att visa #upp sin kropp https://t.co/qGf1JzQv8b"
Not Violence,Isto hoje foi jogo para católicos Espírito Santo vs Jesus �� #FCPSCP
Not Violence,"Nuno Espírito Santo: «O Benfica não está habituado a jogar quando está atrás»: ""O Sporting será sempre candidato ao… https://t.co/6jCuOIQjKj"
VeryHight,RT @PadreMiguelNews:Carro roubado a duas horas atrás no viaduto da Av.Brasil p/ entrar no Hospital Albert @LeiSecaRJ
VeryHight,RT @beatrizgguedes: Mto cuidado qm mora em Inhaúma! Moro perto da pç e sofri uma tentativa de estupro ontem 22:30. 2 homens num COBALT PRETO
Not Violence,Brasil: Manifestantes ocupam Câmara de Belo Horizonte - Internacional - Sol http://t.co/euCzGzHLUU http://t.co/9k5QRhOVcE #changebrazil
VeryHight,RT @alineh_lima: @PMERJ Automóvel clube sent Pavuna altura metrô Eng dá rainha carros na contra mão tiro e confusão
Not Violence,#NP i'm still into u - paramore #MPL
Not Violence,"O projeto de ""corrupção em crime hediondo"" estava parado a dois anos. Bastou duas semanas de protestos para aprovarem rapidinho. #MudaBrasil"
Not Violence,"RT @kelly_flaju: Espírito Santo nos trends, bagulho tá sinistro, real, to com medo de sair de casa"
Not Violence,"RT @PohaBravin: ""Noite de um crime"" eu achava que era apenas um nome de filme Mas é a realidade de castelo E de todo o Espírito SantoCad…"
VeryHight,RT @atrebore: ⚡️ “Vídeos mostram roubos e tiroteios no Espírito Santo”https://t.co/in4uw9PYlt
Not Violence,"Manifestação ontem Mto top!!! #Mocacordou amei demais!!! Qnd tiver outra, vou é claro!!! #Ogiganteacordou"
Not Violence,La protesta responde a un reclamo de mejoras salariales y de las condiciones de trabajo para los 10 mil agentes del estado Espírito Santo.
Not Violence,Gostei de um vídeo @YouTube http://t.co/Ogp4gPOt6E IMPARCIAL - #MudaBrasil
Not Violence,"RT @turquim5: Governador em exercício do ES do PSDB, q não paga reajuste para PM, ia para atos do MBL pedindo Lula na cadeia. https://t.co/…"
VeryHight,"Imagens mostram intenso tiroteio e ação de criminosos na Rocinha neste domingo, no Rio… https://t.co/wQXMc8XHpA"
Not Violence,RT @PauloFrancis_: #ForaDilma #DilmaGolpista #ForaDilma #DilmaGolpista #ForaDilma #DilmaGolpista #ForaDilma #DilmaGolpista #ForaDilma #Dilm…
VeryHight,RT @disque_denuncia: Homem é preso pela PRF transportando 5 kg de cocaína na Dutra #denuncie #ligue_22531177
VeryHight,RT @gr_moraes: @LeiSecaRJ Carro do meu cunhado foi furtado em frente à est de Edson Passos. SIENA Verde claro KYZ 4787 (japeri). 99294-4637.
Not Violence,RT @UGarotaCatolica: Terço + Bíblia + Espírito Santo=����
Not Violence,ATUALIZAÇÃO: R. Henrique Scheid ainda está muito lenta e somará 20m ao seu tempo de deslocamento normal #TransitoRJ… https://t.co/h434yAr0WP
Not Violence,"RT @FCPorto: Nuno Espírito Santo: ""Com os nossos adeptos somos mais fortes. Tudo faremos para celebrar a vitória juntos.""#FCPorto #FCPSCP…"
Not Violence,"Diz #vemprarua contra a corrupção, mas bebe, dirige e ainda pede informação sobre blitz no UTILIDADE CAPIXABA ES UP... Poser..."
Not Violence,"Uma manifestação fecha agora a Avenida Ayrton Senna, na altura do Barra Music, na Gardênia, no Rio. #transito"
Not Violence,RT @vizumbi: @lovereedus_ isso ae #VemPraRua u.u kk
High,RT @PMERJ: Policiais da #UPPAraráMandela estão na av. Couto de Magalhães com rua Boituva. #ServireProteger https://t.co/5zq0KnhTed
VeryHight,"Tiros na Vila Alian\u00e7a, em Bangu (00:05) #TirosRJ"
Not Violence,RT @mateusolano: O Brasil já tem estádios de primeiro mundo. Agora só falta construir um pais em volta deles. #mudabrasil
Not Violence,RT @tivaferroviaria: NOTA OFICIALA Federação de Futebol do Estado do Espírito Santo (FES) informa que os jogos válidos pelo... https://t.…
Not Violence,Assembléia Papular de BHzte-LUAU na Ocupação da Câm Municipal de BH #ChangeBrazil #GlobalChange #WorldrEvolution... http://t.co/aXAvmeKAJQ
High,"RT @jbravobr: Tiros e perseguição agora na Maia de Lacerda, no Estacio"
VeryHight,"Tiros na Vila Cana\u00e3, em Xer\u00e9m - Duque de Caxias (13:02) #TirosRJ"
VeryHight,RT @LeiSecaRJ: RT @alineaffonso: assalto a pouco em frente ao motel dunas. Motoqueiro armado levou relógio #olimpiadas2016
Not Violence,Até o Faustão saiu da linha da Globo...#BrasilAcordou #OGiganteAcordou #Vemprarua Curta:... http://t.co/pvIXpaUENo
VeryHight,#trânsitorj https://t.co/VKlRgzqNbq
Not Violence,Police have driven the protesters out of the center of downtown POA for the moment at least. #protestopoa #changebrazil
Not Violence,RT @accioly: Somos muito criativos!!!!#BrasilUmPaísCriativo#Chega#changeBrazil#ValeAssistir http://t.co/kNgrO2NF4C
Not Violence,"#movimentopasselivre #vemprarua, Conctração 30/06, 10hs/14hs, Pça Saens Peña, rumo Maracanã. Compcto em massa/RJ!!!"
Not Violence,RT @jasonmcco: OIREACHTAS INQUIRY=IMMUNITY #anglotapes #protest #Ireland #enda #notonyournellyenda #german
Not Violence,Só quero semana que vem! Matar a sdds da Rocinha ��
Not Violence,RT @Sangue_Latino: #VemPraRuaDireitos Humanos... De Luto ou Na Luta?#RT►@Y_asi_vamos http://t.co/5jI5h45IDO
Not Violence,"RT @vem_caa: VEM VEM VEM PRA RUA RT @HeeyGe Protesto pela criaçao do icone ""teletransporte imediato"" no @whatsapp #VemPraRua #OGiganteAcord…"
VeryHight,H\u00e1 tiros na Mangueira desde 09:13. Visconde de Niter\u00f3i est\u00e1 fechada e acesso da Av Mal Rondon p/ Viaduto da Mangue\u2026 https://t.co/tbamZmrulQ
Not Violence,@thalesdavi http://t.co/3oa3FelA7p#mudabrasil
Not Violence,A cvc está fazendo um pacote bom para vc viajar pro espírito santo só 500 reais ida e volta
Not Violence,"RT @marisa_lobo: 1-Sou contra a #PEC37 lí e reli os argumentos,sinto muito se algum parlamentar que se diz cristão for a favor ,acho falta …"
Not Violence,Tão difícil ver a Rocinha desse jeito!!!
Not Violence,RT @davisantosb: o espírito santo começou a desandar quando perdeu a enquete de qual moqueca é melhor
Not Violence,Estou com mais de 30 vídeos aqui da violência no Espírito Santo..Está um caos...Então o pior é que numa situação de… https://t.co/EgVt6XIgqs
High,"RT @LeiSecaRJ: RT @AlertaCascadura: Juramento,não houve tiros e sim fogos,provavelmente p/avisar a presença da pm q está c/apoio helicóptero"
High,RT @__j4na: madureira praça de guerra!! O morro são José desceu e tá colocando fogo na estação de brt do Mercadão!
Not Violence,RT @guedes888: Espírito Santo vence Jesus
VeryHight,Tiroteio interdita o Arco Metropolitano. Confronto começou após tentativa de roubo de carga https://goo.gl/TXQ9Gx
VeryHight,"3,829 gunfire incidents in Rio de Janeiro btwn July 2016 &amp; July 2017 \u2014 avg. 10 per day &amp; 14 per day in 2017\u2026 https://t.co/lXBbSuXwxH"
Not Violence,RT @lucasagrizzi_: já da pra fazer um summer eletrohits com esses audios sobre a situação do espirito santo
Not Violence,RT @Saad_Mazloum: #PEC37 Deputado Lourival Mendes discursando agora. #ridículo
VeryHight,"RT @OperacoesRio: AV BRASIL #ILHA Pista lateral tem faixa ocupada para ação policial, no sentido Centro. Retenção no trecho."
Not Violence,Os políticos deste país pensam que o Brasil é casa de mãe Joana onde todo mundo faz o que quer e pega o que quer. #Ogiganteacordou
Not Violence,Nuno Espírito Santo: «Equipa campeã começa na constância do trabalho» https://t.co/8WBEAnTaP8
Not Violence,RT @LeiSecaRJ: RT @cahroquee: Bloqueio continua no batalhão da barão de Mesquita mas temos políciais na rua
VeryHight,@dg_theodoro Boa tarde. Onde s\u00e3o os tiros?
Not Violence,"@thiagomodenesi @OssiFerreira estamos juntos, como presidente de partido em Jaboatao vocês nos apoiam. Assim será no país. #mudabrasil"
High,#ALERTA_ASSALTO RT @BarbosaTannay: Constantes assaltos na Rua Cordovil próximo a Clinica da Familia
Not Violence,https://t.co/TTgCYDAi5c
Not Violence,Vejam aêew o protesto aqui em Limoeiro!.. #Vemprarua! http://t.co/ewEaSv356z http://t.co/5nF7x7EOJH
Not Violence,#np wish you were here - avril lavigne #MPL
VeryHight,"Tiros nas proximidades da Leopoldo Bulh\u00f5es, altura de Benfica, pr\u00f3ximo a CCPL (10:50) #TirosRJ"
Not Violence,RT @centropresente1: centro presente Delta na central do Brasil !
Not Violence,VAMOS PRA RUA ! #vemprarua vamos mudar a política deste país. PORQUE #JUNTOSSOMOSMAISFORTES
High,"RT @PadreMiguelNews: Informações enviadas a página de muitos tiros na Vila Vintém, segundo... http://fb.me/65IYTDInI"
Not Violence,"Protesto contra apresentação de Michel Teló, em São Gonçalo do Amarante - RN... http://t.co/1o0LnvnFIz #protestabrasil #acordabrasil"
VeryHight,"RT @JehMaronhas: Roubado na quinta-feira, Rua Pernambuco em Engenho de Dentro #VcViu?"
High,"Terremoto de 7.1 no México. Onde vivo não passou quase nada, mas na zona sul caíram muitos edifícios. Orem e ajude o povo mexicano."
Not Violence,"Entendam não é só por 0,20 e pelos impostos do ps4 que vai ter #vemprarua http://t.co/NrZvZbfSkF"
Not Violence,O CORREIO ouviu todas as 15 candidatas ao posto de Deusa do Ébano do bloco Ilê Aiyê que disputam neste sábado... https://t.co/R45GOrmnvi
Not Violence,#HPS #PortoAlegre #OGiganteacordou #Brasil http://t.co/PzMdhDKNqA
Not Violence,@LucasPaqueta97 Zona Sul mlkk
VeryHight,Tiros na Mangueira (19.16) #TirosRJ
Not Violence,A Tv manipula as pessoas mostrando que importante sao os jogos... Nao a reforma politica... #AcordaBrasil
Not Violence,RT @DDalertaRio: Ajude-no a localizar e prender Danúbia de Souza Rangel.Ela é esposa do traficante Nem (preso) e foi expulsa da Favela da…
Not Violence,"""O homem que não lê não tem mais mérito que o homem que não sabe ler."" (Mark Twain) #VemPraRua #NaPaz #Brasil #OPovoAcordou"
Not Violence,#pt vota contra #pec37 agora o galo bota ovos e canta fino
Not Violence,ATUALIZAÇÃO: Av. Brasil - Pista Central ainda engarrafada. Somará 21m ao seu tempo de deslocamento #TransitoRJ https://t.co/AqreukRzmD
Not Violence,RT @wesleybrasil: Como a Baixada Fluminense pode impactar uma pessoa da Zona Sul? Você pode descobrir assistindo esse IDEIAS aqui: https://…
VeryHight,"Atualiza\u00e7\u00e3o: tiros em Furquim Mendes, no Jardim Am\u00e9rica, e na Prainha, em Duque de Caxias, podem ser ouvidos da Lin\u2026 https://t.co/7QW8a6S9i0"
Not Violence,"RT @Estevesnaoesta: Sempre que fico bêbado eu menciono alguns dos itens abaixo:Os filmes ""Pânico""Premonição 3Oscar WildeShows aleatório…"
Not Violence,Não sai de casa não hein @southafz . Espirito Santo está um caos #ESgta
VeryHight,Polícia em greve e o Espírito Santo virou um caos
High,@dobrevenport Boa noite. Onde s\u00e3o os tiros?
VeryHight,#AgoranoRS Homem é morto com mais de 30 tiros na zona Sul de Porto Alegre https://t.co/VtIXygGVFp
Not Violence,"geral postando #vemprarua mais ta em casa vendo tv, ou acompanhado pela net --'
350040451560112129.|;rafaelfaraon.|;26-6-2013.|;Wed Jun 26 23:58:41 +0000 2013.|;'""@annaciccio95: Ta tendo uma manifestação no the sims na frente da prefeitura MEU DEUS ATE NO THE SIMS.."" #foradilma"
Not Violence,"@Agatha12204206 Obrigada, j\u00e1 relatamos aqui."
VeryHight,RT @JornalOGlobo: Exército chega ao Espírito Santo para conter onda de violência. https://t.co/mvWddzfA3L https://t.co/NC8uHY6Ewo
VeryHight,Cardiologista do Rocha Faria morre em tentativa de assalto na Avenida Brasil http://glo.bo/1Ru0ZkR
Not Violence,"Um pouco mais de calma, alma e mar @ Itapemirim, Espirito Santo https://t.co/bRDnhQOyVs"
Not Violence,#VemPraRua: http://t.co/9oa5oI9FW5 via @YouTube
Not Violence,Acabou de publicar uma foto em IEB Zona Sul https://t.co/thE1aqgmKv
Not Violence,Vou na rocinha ver aquele puto
Not Violence,Vemmm Espírito Santo sobre nós nesse Retiro
High,"RT @kinhomba: 2 menores (morenos, sem camisa, aproximadamente 1,60, um deles de bone vermelho) assaltando em frente ao Campo de Santana"
Not Violence,"@sandroreis_br Sandro, estamos buscando mais informa\u00e7\u00f5es."
Not Violence,RT @kerlimusic: Eu estou com você Brasil! #occupybrazil #changebrazil http://t.co/On9PvvopsS
Not Violence,RT @valeriocardio: Amanhã na final da Copa das confederações tem tuitaço #FORADILMA
Not Violence,"Bgl ta doido na Rocinha tava lá mais cedo , que deus proteja minha família lá ❤��"
Not Violence,RT @marcosmoya18: @paula_ugalde @AnonymousFrai @scoopit já sei que foi passada e blá blá #changebrazil
Not Violence,RIO DE JANEIRO URGENTEAMORECOS PRECISO DE 03 CARROS PARA GRAVAR AMANHÃ AS 13H NA ZONA SUL POR FAVOR CHAMAR ZAP... https://t.co/mul92yjZzg
Not Violence,RT @2pMenoor: Paz Lá pros Morador Da Rocinha ��❤
VeryHight,"Mais RT @PlantaoUMAIS: Relatos de que um golf roubou vários pedestres na R José Cesarini, Realengo. Mais alguém? @PadreMiguelNews"
Not Violence,@RedeTV: Pezão diz que agiu para evitar confrontos e morte de inocentes na Rocinha https://t.co/AelqRsVv6I
Not Violence,"RT @Tsavkko: Aqui em Sampa o #ForaFeliciano em paz, no #protestobh violencia da PM e agora quase estado de sitio!"
Not Violence,Hospitais do Rio recebem um baleado a cada 90 minutos. https://t.co/YNVgygLZIz #TirosRJ
Not Violence,Quando vc acha que a situação em Espírito Santo nao da pra piorar.. �� https://t.co/DN7o6iquuf
Not Violence,"RT @Alinnnnesilva: Facebook só da desgraça da rocinha��, que Deus proteja todos os moradores ��"
Not Violence,Que isso Espírito Santo tem q voltar ao normal dnv
Not Violence,RT @cabelinhomc: FÉ!! 3 MILHÕES ������ OBRIGADO!!! ISSO É ZONA SUL PRA CRL!!! ������♥️
VeryHight,RT @ManoelSaisse: arrastão no Rebouças sentido zona sul há 1 hora.
Not Violence,será o perfil mais comentado do rj
Not Violence,#Ogiganteacordo #vemprarua #vamoquevamo #éhjoe 0/ @_yasmin01 http://t.co/4IJW82uqCf
Not Violence,#my favorite of Rocinha!...����#art_collective #art_worldly #art #artistsoninstagram #myart… https://t.co/iiZU2zD6ZZ
Not Violence,A TV Câmara em picos de audiência. #PEC37
VeryHight,@AlertaAssaltoRJ várias pessoas correram atrás do cara e estão com ele em frente ao Freeway esperando a polícia chegar.
High,"RT @cha_peleira: @LeiSecaRJ @padanter confirmado, a policia chegou estao tentando liberar os carros"
VeryHight,"RT @Estadao: 'Vejo o rosto dele nos outros', diz adolescente vítima de estupro na zona sul de SP; homem foi preso https://t.co/FtCNF23Nlk h…"
Not Violence,"RT @reformadosc: O individuo pode pular,gritar,cair,levantar, isso não é evidência que ele possui o Espirito Santo.Conhecerei a árvore pel…"
Not Violence,@RocinhaMorro @_carlinha17 Até desembro Rocinha ta Vermelhão ��✌
Not Violence,"@rafo_el Viado, a bicharada já chegou no rio hoje. E já tomou a zona sul. Segura as gay!"
High,"#JURAMENTO | TIROTEIO - Evitem a área do Juramento, Vicente de Carvalho. Tiroteio intenso no momento, muito bala voando."
VeryHight,Tiros no Pav\u00e3o Pav\u00e3ozinho (00h45) #TirosRJ
Not Violence,RT @helder_ibanez: Cidadão de bem tentando comprar pão no Espírito Santo https://t.co/j3MVyffx2G
Not Violence,Gostei de um vídeo @YouTube de @thiagoprates9 https://t.co/tlxYPsbksp Exército brasileiro Chega No Espírito Santo Sobre Aplausos
VeryHight,"RT @fogocruzadoapp: Os tiros no Morro do Juramento, em Vicente de Carvalho, já duram uma hora (18:17) #TirosRJ"
Not Violence,"Vou mesmo, vou levar uma placa com a frase #ForaFeliciano e achar minha Girl magia"
Not Violence,RT @andre_limas: #ProtestoFortaleza Quase uma centena de presos são amontoado em um Galpão próximo ao Castelão. #Denúncia #Copapraquem
VeryHight,@AlertaAssaltoRJ @PMERJ 2 rapazes em uma moto assaltando agora pedestres na rua das Azaléas em V. Valqueire.
VeryHight,"RT @IndirahPanisset: Muito tiro agora cidade de Deus na altura do prezunic @LeiSecaRJ cuidado, agente da prefeitura mandando voltar"
Not Violence,RT @LairRenno: Não se acomodem!Não parem!Não desistam!#VemPraRua#OGiganteAcordou
VeryHight,RT @Lamberg_T: @PMERJ @LeiSecaRJ Um morador foi assaltado. Voltei lá e tinha uma viatura do 16°. Polícia Militar: Servir e Proteger!
